0.000000000000000000e+00	9.041073397029231185e-01	1.762192567086232842e+00	8.927887465162205327e-01	9.147971354315389547e-01	8.686935671402774561e-01	1.644336749016243937e+00	8.451193814675267424e-01	9.071523309114740696e-01	9.343467835701386726e-01	8.607284963672110489e-01	8.686935671402774561e-01	9.381015539409827131e-01	1.717671180298550704e+00	8.965517241379310498e-01	9.285258310108136515e-01	9.756170075452914592e-01	9.169545201462599993e-01	1.683951801070574295e+00	9.241901956421096909e-01	1.795348932036484602e+00	1.740862174438989385e+00	1.687497300219706453e+00	1.728583970851174767e+00	1.735728496367211049e+00	1.771434887274315972e+00	9.440107489044146094e-01	1.675650584090929041e+00	9.535761654557370903e-01	9.549622650888954789e-01	9.594779550763445908e-01	1.710579684131858347e+00	1.756705983028266083e+00	9.007416666029069985e-01	8.454921392126185653e-01	1.769933092948716702e+00	1.764488686696303654e+00	1.842946097396041427e+00	9.535761654557370903e-01	1.691916871843640591e+00	1.767111045646694745e+00	9.412779780485296399e-01	1.738485396554128481e+00	1.682523776366914525e+00	1.655117236585471163e+00	1.683951801070574295e+00	1.820250423743224655e+00	9.676745908082382552e-01	1.775614576781835208e+00	1.806174023808212903e+00	1.765245291278208395e+00	1.789340470654151583e+00	1.715600458216328672e+00
9.041073397029231185e-01	0.000000000000000000e+00	1.701406976557589656e+00	8.757740012500117022e-01	9.703825561120453802e-01	8.858911338530903734e-01	8.000000000000000444e-01	8.384854293825503291e-01	9.354502775632097533e-01	9.315346803118542685e-01	8.709005551264195066e-01	8.402475873943265894e-01	8.709005551264195066e-01	9.087129070824723209e-01	8.561610095543847887e-01	8.509288015000140426e-01	9.321936496379189530e-01	9.422649730810374047e-01	9.087129070824723209e-01	1.614864831145061963e+00	1.742264973081037560e+00	1.734228222354012861e+00	9.512049963525733842e-01	9.221501055838476901e-01	8.709005551264195066e-01	9.354502775632097533e-01	8.832251583757715352e-01	8.945907446610540381e-01	9.031754163448145745e-01	9.373775708914851013e-01	9.154845745271483759e-01	9.422649730810374047e-01	9.543564535412362160e-01	7.239737762630582552e-01	8.567770251921134061e-01	1.709147502420073739e+00	9.569668517088064652e-01	1.802555382812494944e+00	9.031754163448145745e-01	8.709005551264195066e-01	1.590343155306846112e+00	8.775255128608411281e-01	9.309934440657645638e-01	1.505755886027065893e+00	8.987260632916332925e-01	1.694123859829782752e+00	1.708712907082472476e+00	9.550533425024505529e-01	1.768980624696858683e+00	9.718281915090494216e-01	9.087129070824723209e-01	1.739817690388902882e+00	9.254644007500070213e-01
1.762192567086232842e+00	1.701406976557589656e+00	0.000000000000000000e+00	9.419741146814341048e-01	1.765369800406094924e+00	1.705263536602617869e+00	1.674488839785870820e+00	9.371305386538067994e-01	1.742803982037377075e+00	1.764881639092915400e+00	1.742803982037377075e+00	9.466998209110973894e-01	1.841288830522225695e+00	1.636954636064908319e+00	1.625277391466113830e+00	1.782937617185403889e+00	1.804483590408492821e+00	1.683341845689169780e+00	2.329100362523819356e+00	1.852004885577931859e+00	1.819614657360619558e+00	1.832873331625269442e+00	7.720788470807240511e-01	1.544157694161448102e+00	1.799622163855559176e+00	1.799622163855559176e+00	8.181818181818181213e-01	1.617775497118632000e+00	9.246221638555590649e-01	1.656707211398060764e+00	8.684096610080461742e-01	1.603047996135020803e+00	1.747845468558922200e+00	1.658491432366130169e+00	9.581878994996454457e-01	1.644104162226120325e+00	1.750993430710060750e+00	1.805415582173174993e+00	9.246221638555590649e-01	1.757955497188892435e+00	1.746539858067021722e+00	9.046537410754407205e-01	9.194177035974619994e-01	1.646454851328279512e+00	8.817375208021834831e-01	1.714106311045954234e+00	1.638448226124511908e+00	1.640488508088770114e+00	7.989924369481575805e-01	1.899978062124853206e+00	1.638448226124511908e+00	2.518066137982334585e+00	1.708115812909449360e+00
8.927887465162205327e-01	8.757740012500117022e-01	9.419741146814341048e-01	0.000000000000000000e+00	8.233956857246608196e-01	8.979379273840342179e-01	7.515480025000234043e-01	8.796141469142307878e-01	1.727446889572437971e+00	1.747016640924390796e+00	9.037749551350623411e-01	8.979379273840342179e-01	9.358499700900415608e-01	9.319586182560228860e-01	9.285258310108136515e-01	9.629629629629630205e-01	9.241901956421096909e-01	1.674739339117104819e+00	1.632757445273348651e+00	9.214325798681614055e-01	9.569668517088064652e-01	1.775356939885693430e+00	8.545214065093383882e-01	9.419741146814341048e-01	1.687140541215408795e+00	1.687140541215408795e+00	9.419741146814341048e-01	9.214325798681614055e-01	9.037749551350623411e-01	8.132959887962654122e-01	9.160078948868384252e-01	9.139337034176129304e-01	8.639172365120456609e-01	7.942622000505441537e-01	8.665598718290941083e-01	1.711324865405187134e+00	8.716999401800831215e-01	1.743281984594864831e+00	8.556624327025935672e-01	1.649267052892252838e+00	1.660631579094332011e+00	8.782838761099631686e-01	8.456966500379080598e-01	9.214325798681614055e-01	9.622574321951801180e-01	8.639172365120456609e-01	1.660260909582495614e+00	8.324936974567980208e-01	1.728533248839596137e+00	9.580039474434192126e-01	9.319586182560228860e-01	1.777777777777777679e+00	9.444444444444444198e-01
9.147971354315389547e-01	9.703825561120453802e-01	1.765369800406094924e+00	8.233956857246608196e-01	0.000000000000000000e+00	9.594446447173093917e-01	9.407651122240907604e-01	1.660046959763826990e+00	1.821949466343013135e+00	1.805676958512054675e+00	1.727170640859723161e+00	1.694785701996324390e+00	9.235280887098127334e-01	1.755354303980683817e+00	9.573985677157694774e-01	1.784382716089411458e+00	9.698762383435610701e-01	1.793710172489149990e+00	1.879095463194517812e+00	1.744828265592822225e+00	1.780362537433467285e+00	1.898848237323057297e+00	1.677917092233999208e+00	1.765369800406094924e+00	1.756861422043145993e+00	1.756861422043145993e+00	1.765369800406094924e+00	1.720468175815510925e+00	1.727170640859723161e+00	1.636691674520926121e+00	1.714266298173837022e+00	1.737329389142273861e+00	1.687312922236706481e+00	9.386860660515033983e-01	9.681857618512110797e-01	2.534720551129848065e+00	9.235280887098127334e-01	1.903792940973879855e+00	1.679058118427254387e+00	1.782667949420672526e+00	1.805055445095291144e+00	1.701679561834624099e+00	8.773721321030067966e-01	1.720468175815510925e+00	1.777810859224063567e+00	1.687312922236706481e+00	1.805676958512054675e+00	1.655889383181458729e+00	1.921960745499108558e+00	9.499373825678241179e-01	1.688389895598393142e+00	1.850187314231990010e+00	1.723068782140914745e+00
8.686935671402774561e-01	8.858911338530903734e-01	1.705263536602617869e+00	8.979379273840342179e-01	9.594446447173093917e-01	0.000000000000000000e+00	9.087129070824723209e-01	7.788370657676543241e-01	9.558058261758407559e-01	9.375000000000000000e-01	8.674174785275223787e-01	8.437500000000000000e-01	1.712112193592251863e+00	9.375000000000000000e-01	9.343467835701386726e-01	8.298965456400571039e-01	9.767880827278685452e-01	9.209430584957905008e-01	1.566987298107780813e+00	1.693711412691779383e+00	9.604715292478952504e-01	1.674579858739116967e+00	9.331846895218939286e-01	1.705263536602617869e+00	1.651538287470661892e+00	1.656556638036696505e+00	9.466998209110973894e-01	8.556624327025935672e-01	9.116116523516815118e-01	9.571253537143727952e-01	9.614241625094770427e-01	8.418861169915810017e-01	1.683772233983162003e+00	8.110177634953863457e-01	8.529128986463619944e-01	1.767274085054275190e+00	9.410744349011210819e-01	1.835437927384034218e+00	9.116116523516815118e-01	8.232233047033631346e-01	1.651538287470661892e+00	9.440983005625052105e-01	9.527544408738466419e-01	1.592799873259393983e+00	9.653312377359232199e-01	1.690640783230885624e+00	1.799554068565681675e+00	9.384542545103335964e-01	1.709332261081962567e+00	1.787900493083476317e+00	9.375000000000000000e-01	1.680240224409384586e+00	8.469068910760513269e-01
1.644336749016243937e+00	8.000000000000000444e-01	1.674488839785870820e+00	7.515480025000234043e-01	9.407651122240907604e-01	9.087129070824723209e-01	0.000000000000000000e+00	8.923236195883669231e-01	1.726165021719187731e+00	1.731534680311854313e+00	1.655322957635085857e+00	9.543564535412362160e-01	9.139337034176129304e-01	8.174258141649446419e-01	9.041073397029231185e-01	9.006192010000093617e-01	9.660968248189595320e-01	1.673457471263854357e+00	1.605915610066241062e+00	1.672980582368184699e+00	9.422649730810374047e-01	1.788066412559829566e+00	9.024099927051466574e-01	9.221501055838476901e-01	1.670900555126419551e+00	1.735450277563209909e+00	9.221501055838476901e-01	8.945907446610540381e-01	9.354502775632097533e-01	9.373775708914851013e-01	8.873127660361977975e-01	8.845299461620748094e-01	1.615465239012069176e+00	7.929803321972936914e-01	9.283885125960567031e-01	1.748072449628149894e+00	9.139337034176129304e-01	1.715363741548978860e+00	9.354502775632097533e-01	1.622425217685145249e+00	1.659349711241081549e+00	9.183503419072274188e-01	9.309934440657645638e-01	1.574762441961301329e+00	8.987260632916332925e-01	1.615465239012069176e+00	9.087129070824723209e-01	9.101066850049011059e-01	1.776421835035404406e+00	1.709551949943442617e+00	1.683506620756046290e+00	1.789508089888898201e+00	1.695992446944467824e+00
8.451193814675267424e-01	8.384854293825503291e-01	9.371305386538067994e-01	8.796141469142307878e-01	1.660046959763826990e+00	7.788370657676543241e-01	8.923236195883669231e-01	0.000000000000000000e+00	9.478713964857312657e-01	9.631395109612757022e-01	9.478713964857312657e-01	8.525580438451028087e-01	1.709385984508969836e+00	9.262790219225514043e-01	8.451193814675267424e-01	8.796141469142307878e-01	9.178621482709909962e-01	9.067495191759685769e-01	1.626199212329312305e+00	9.148743469241251702e-01	1.739308595015549574e+00	8.957427929714626424e-01	8.423779187521798217e-01	1.611493340132145402e+00	1.709385984508969836e+00	1.763828528647641836e+00	8.742610773076137098e-01	9.148743469241251702e-01	9.478713964857312657e-01	8.482834787727479009e-01	9.544984244806710150e-01	9.067495191759685769e-01	1.666837494160557043e+00	7.213608937123234810e-01	7.397582806151918877e-01	1.699276622159787475e+00	1.632273813074848645e+00	1.778269474571347430e+00	8.436141894571939082e-01	9.304951953143083543e-01	1.587730272756111338e+00	8.021858579812639611e-01	9.442721787424647184e-01	1.503143003476331119e+00	9.182139179890469460e-01	1.676784893630239193e+00	1.708747297795967679e+00	8.911068987039058031e-01	9.304951953143083543e-01	1.709496903981751803e+00	9.262790219225514043e-01	1.737908127983747164e+00	9.398070734571153384e-01
9.071523309114740696e-01	9.354502775632097533e-01	1.742803982037377075e+00	1.727446889572437971e+00	1.821949466343013135e+00	9.558058261758407559e-01	1.726165021719187731e+00	9.478713964857312657e-01	0.000000000000000000e+00	9.558058261758407559e-01	8.750000000000000000e-01	9.116116523516815118e-01	1.806350832689629371e+00	1.697336260745811565e+00	1.648998786632236424e+00	9.518874775675312261e-01	1.712030535270599341e+00	8.881966011250105320e-01	1.698223304703363024e+00	1.824075744403897748e+00	8.881966011250105320e-01	1.843614189457194019e+00	1.681897336628911832e+00	1.730250540646672164e+00	1.750000000000000000e+00	1.855662432702593456e+00	9.246221638555590649e-01	1.662744168748629292e+00	1.750000000000000000e+00	1.697238420923545377e+00	9.454455274410018539e-01	1.753497769343262513e+00	1.809139659620801144e+00	9.331846895218939286e-01	9.306624754718463288e-01	1.750544507899861379e+00	1.823587417747614348e+00	1.823646878688220285e+00	1.683772233983162003e+00	1.779029130879203890e+00	1.762829175487371502e+00	9.209430584957905008e-01	1.790327546664751246e+00	1.662744168748629292e+00	1.740287572844698927e+00	1.698223304703363024e+00	2.548266715672699689e+00	1.755798493726836274e+00	1.815533803156844428e+00	1.820445527441001854e+00	1.809139659620801144e+00	1.840776366456420066e+00	1.738368872660735143e+00
9.343467835701386726e-01	9.315346803118542685e-01	1.764881639092915400e+00	1.747016640924390796e+00	1.805676958512054675e+00	9.375000000000000000e-01	1.731534680311854313e+00	9.631395109612757022e-01	9.558058261758407559e-01	0.000000000000000000e+00	9.558058261758407559e-01	9.375000000000000000e-01	8.821488698022420527e-01	1.835866958925346903e+00	9.671733917850693363e-01	1.767396545640057104e+00	1.744776992641379421e+00	9.209430584957905008e-01	1.779029130879203890e+00	1.843645495755850572e+00	1.844002427300851288e+00	1.858882303932738456e+00	1.766823589671226991e+00	1.799205638498313053e+00	1.715482203135575423e+00	1.715482203135575423e+00	9.466998209110973894e-01	1.668908907925212404e+00	1.774407768234454341e+00	1.723126768571864087e+00	1.724041122243137103e+00	1.732199028425861709e+00	1.764297739604484105e+00	9.527544408738466419e-01	9.509709662154539611e-01	1.772622164955399704e+00	1.863667360236371806e+00	1.913567765043179492e+00	9.558058261758407559e-01	9.410744349011210819e-01	1.774407768234454341e+00	1.602089803375031485e+00	1.748517763495386346e+00	1.734536550637854280e+00	1.760596063588306670e+00	1.779029130879203890e+00	1.764297739604484105e+00	1.814408509020667193e+00	1.872472492842507386e+00	1.898924162509477043e+00	9.375000000000000000e-01	1.859962138301289869e+00	1.784406891076051327e+00
